 Results for ntg,nwn,filling,cluster,ntot,ndim,inhgrid,chcrt0
       20000         800  0.849906061910793      16B         200           2
           0  0.244367952437218     
 ed,u,beta,iter,run,meas,tprime,tperp
  0.393699895375276        1.50000000000000        2.00000000000000     
           1       80000           1  0.000000000000000E+000
  0.000000000000000E+000
 nfocc=     <Sign>     skip
  0.424953030955396        1.00000000000000                4
 Vmax ,nuse, alpha, vblmax
         100           8  0.510000000000000                4
           mu**2            T*chi_ii(T)
  0.000000000000000E+000  0.000000000000000E+000
 iter            1  of            1
   configuration  v_tau,v_site, v_s  
   1.00000000000000               17
   7504.00000000000                7           1
   2593.00000000000               12          -1
   15794.0000000000               12          -1
   15325.0000000000               12          -1
   13447.0000000000                4          -1
   13213.0000000000                5          -1
   15427.0000000000                1           1
   6848.00000000000                2           1
   14630.0000000000               15          -1
   15460.0000000000                4          -1
   10596.0000000000                9           1
   11304.0000000000                7           1
   14695.0000000000                2           1
   17750.0000000000               14          -1
   6023.00000000000                9           1
   2276.00000000000               14          -1
   11715.0000000000                2           1
 n   ic  sigma(n,ic)  sigmapt(n,ic)  GcKfsc(n,ic)  iwn(n)   quadw(n)
  143    1  (-0.112572E+00,-0.121961E-02) (-0.112531E+00,-0.112390E-02) (-0.193721E-05,-0.221818E-02)    450.818546      1.000000
  144    1  (-0.112572E+00,-0.121117E-02) (-0.112531E+00,-0.111612E-02) (-0.191049E-05,-0.220283E-02)    453.960138      1.000000
  145    1  (-0.112572E+00,-0.120285E-02) (-0.112531E+00,-0.110845E-02) (-0.188432E-05,-0.218769E-02)    457.101731      1.000000
  146    1  (-0.112572E+00,-0.119464E-02) (-0.112531E+00,-0.110089E-02) (-0.185868E-05,-0.217276E-02)    460.243324      1.000000
  147    1  (-0.112572E+00,-0.118654E-02) (-0.112531E+00,-0.109342E-02) (-0.183357E-05,-0.215803E-02)    463.384916      1.000000
  148    1  (-0.112572E+00,-0.117855E-02) (-0.112531E+00,-0.108606E-02) (-0.180896E-05,-0.214350E-02)    466.526509      1.000000
  149    1  (-0.112572E+00,-0.117067E-02) (-0.112531E+00,-0.107880E-02) (-0.178484E-05,-0.212916E-02)    469.668102      1.000000
  150    1  (-0.112572E+00,-0.116289E-02) (-0.112531E+00,-0.107163E-02) (-0.176120E-05,-0.211501E-02)    472.809694      1.000000
  151    1  (-0.112572E+00,-0.115521E-02) (-0.112531E+00,-0.106456E-02) (-0.173802E-05,-0.210105E-02)    475.951287      1.000000
  152    1  (-0.112572E+00,-0.114764E-02) (-0.112531E+00,-0.105758E-02) (-0.171530E-05,-0.208728E-02)    479.092880      1.000000
  153    1  (-0.112572E+00,-0.114016E-02) (-0.112531E+00,-0.105069E-02) (-0.169303E-05,-0.207368E-02)    482.234472      1.000000
  154    1  (-0.112572E+00,-0.113278E-02) (-0.112531E+00,-0.104389E-02) (-0.167118E-05,-0.206026E-02)    485.376065      1.000000
  155    1  (-0.112572E+00,-0.112550E-02) (-0.112531E+00,-0.103717E-02) (-0.164976E-05,-0.204701E-02)    488.517658      1.000000
  156    1  (-0.112572E+00,-0.111831E-02) (-0.112531E+00,-0.103055E-02) (-0.162874E-05,-0.203393E-02)    491.659250      1.000000
  157    1  (-0.112572E+00,-0.111121E-02) (-0.112531E+00,-0.102400E-02) (-0.160813E-05,-0.202101E-02)    494.800843      1.000000
  158    1  (-0.112572E+00,-0.110419E-02) (-0.112531E+00,-0.101754E-02) (-0.158790E-05,-0.200826E-02)    497.942436      1.000000
  159    1  (-0.112572E+00,-0.109727E-02) (-0.112531E+00,-0.101116E-02) (-0.156805E-05,-0.199567E-02)    501.084028      1.000000
  160    1  (-0.112572E+00,-0.109044E-02) (-0.112531E+00,-0.100486E-02) (-0.154857E-05,-0.198324E-02)    504.225621      1.000000
  161    1  (-0.112572E+00,-0.108368E-02) (-0.112531E+00,-0.998641E-03) (-0.152945E-05,-0.197096E-02)    507.367214      1.000000
  162    1  (-0.112572E+00,-0.107701E-02) (-0.112531E+00,-0.992496E-03) (-0.151069E-05,-0.195883E-02)    510.508806      1.000000
  163    1  (-0.112572E+00,-0.107043E-02) (-0.112531E+00,-0.986426E-03) (-0.149226E-05,-0.194685E-02)    513.650399      1.000000
  164    1  (-0.112572E+00,-0.106392E-02) (-0.112531E+00,-0.980430E-03) (-0.147418E-05,-0.193501E-02)    516.791992      1.000000
  165    1  (-0.112572E+00,-0.105749E-02) (-0.112531E+00,-0.974506E-03) (-0.145642E-05,-0.192332E-02)    519.933584      1.000000
  166    1  (-0.112572E+00,-0.105114E-02) (-0.112531E+00,-0.968653E-03) (-0.143897E-05,-0.191177E-02)    523.075177      1.000000
  167    1  (-0.112572E+00,-0.104487E-02) (-0.112531E+00,-0.962870E-03) (-0.142184E-05,-0.190036E-02)    526.216769      1.000000
  168    1  (-0.112572E+00,-0.103866E-02) (-0.112531E+00,-0.957156E-03) (-0.140502E-05,-0.188908E-02)    529.358362      1.000000
  169    1  (-0.112572E+00,-0.103254E-02) (-0.112531E+00,-0.951509E-03) (-0.138849E-05,-0.187793E-02)    532.499955      1.000000
  170    1  (-0.112571E+00,-0.102648E-02) (-0.112531E+00,-0.945929E-03) (-0.137225E-05,-0.186692E-02)    535.641547      1.000000
  171    1  (-0.112571E+00,-0.102050E-02) (-0.112531E+00,-0.940414E-03) (-0.135629E-05,-0.185603E-02)    538.783140      1.000000
  172    1  (-0.112571E+00,-0.101458E-02) (-0.112531E+00,-0.934962E-03) (-0.134061E-05,-0.184527E-02)    541.924733      1.000000
  173    1  (-0.112571E+00,-0.100873E-02) (-0.112531E+00,-0.929574E-03) (-0.132520E-05,-0.183464E-02)    545.066325      1.000000
  174    1  (-0.112571E+00,-0.100295E-02) (-0.112531E+00,-0.924247E-03) (-0.131006E-05,-0.182412E-02)    548.207918      1.000000
  175    1  (-0.112571E+00,-0.997236E-03) (-0.112531E+00,-0.918981E-03) (-0.129517E-05,-0.181373E-02)    551.349511      1.000000
  176    1  (-0.112571E+00,-0.991586E-03) (-0.112531E+00,-0.913774E-03) (-0.128054E-05,-0.180345E-02)    554.491103      1.000000
  177    1  (-0.112571E+00,-0.986000E-03) (-0.112531E+00,-0.908626E-03) (-0.126615E-05,-0.179329E-02)    557.632696      1.000000
  178    1  (-0.112571E+00,-0.980476E-03) (-0.112531E+00,-0.903536E-03) (-0.125200E-05,-0.178325E-02)    560.774289      1.000000
  179    1  (-0.112571E+00,-0.975014E-03) (-0.112531E+00,-0.898503E-03) (-0.123809E-05,-0.177331E-02)    563.915881      1.000000
  180    1  (-0.112571E+00,-0.969612E-03) (-0.112531E+00,-0.893525E-03) (-0.122441E-05,-0.176349E-02)    567.057474      1.000000
  181    1  (-0.112571E+00,-0.964270E-03) (-0.112531E+00,-0.888602E-03) (-0.121096E-05,-0.175377E-02)    570.199067      1.000000
  182    1  (-0.112571E+00,-0.958986E-03) (-0.112531E+00,-0.883734E-03) (-0.119772E-05,-0.174416E-02)    573.340659      1.000000
  183    1  (-0.112571E+00,-0.953760E-03) (-0.112531E+00,-0.878918E-03) (-0.118470E-05,-0.173466E-02)    576.482252      1.000000
  184    1  (-0.112571E+00,-0.948591E-03) (-0.112531E+00,-0.874154E-03) (-0.117189E-05,-0.172526E-02)    579.623845      1.000000
  185    1  (-0.112571E+00,-0.943477E-03) (-0.112531E+00,-0.869442E-03) (-0.115929E-05,-0.171595E-02)    582.765437      1.000000
  186    1  (-0.112571E+00,-0.938419E-03) (-0.112531E+00,-0.864780E-03) (-0.114689E-05,-0.170675E-02)    585.907030      1.000000
  187    1  (-0.112571E+00,-0.933414E-03) (-0.112531E+00,-0.860168E-03) (-0.113469E-05,-0.169765E-02)    589.048623      1.000000
  188    1  (-0.112571E+00,-0.928462E-03) (-0.112531E+00,-0.855605E-03) (-0.112269E-05,-0.168865E-02)    592.190215      1.000000
  189    1  (-0.112571E+00,-0.923562E-03) (-0.112531E+00,-0.851091E-03) (-0.111087E-05,-0.167973E-02)    595.331808      1.000000
  190    1  (-0.112571E+00,-0.918714E-03) (-0.112531E+00,-0.846623E-03) (-0.109924E-05,-0.167092E-02)    598.473401      1.000000
  191    1  (-0.112571E+00,-0.913917E-03) (-0.112531E+00,-0.842202E-03) (-0.108779E-05,-0.166219E-02)    601.614993      1.000000
  192    1  (-0.112571E+00,-0.909169E-03) (-0.112531E+00,-0.837828E-03) (-0.107651E-05,-0.165356E-02)    604.756586      1.000000
  193    1  (-0.112571E+00,-0.904471E-03) (-0.112531E+00,-0.833498E-03) (-0.106542E-05,-0.164501E-02)    607.898178      1.000000
  194    1  (-0.112571E+00,-0.899821E-03) (-0.112531E+00,-0.829213E-03) (-0.105449E-05,-0.163655E-02)    611.039771      1.000000
  195    1  (-0.112571E+00,-0.895218E-03) (-0.112531E+00,-0.824972E-03) (-0.104373E-05,-0.162818E-02)    614.181364      1.000000
  196    1  (-0.112571E+00,-0.890662E-03) (-0.112531E+00,-0.820773E-03) (-0.103313E-05,-0.161990E-02)    617.322956      1.000000
  197    1  (-0.112571E+00,-0.886153E-03) (-0.112531E+00,-0.816618E-03) (-0.102270E-05,-0.161169E-02)    620.464549      1.000000
  198    1  (-0.112571E+00,-0.881688E-03) (-0.112531E+00,-0.812504E-03) (-0.101242E-05,-0.160358E-02)    623.606142      1.000000
  199    1  (-0.112571E+00,-0.877269E-03) (-0.112531E+00,-0.808432E-03) (-0.100229E-05,-0.159554E-02)    626.747734      1.000000
  200    1  (-0.112571E+00,-0.872893E-03) (-0.112531E+00,-0.804400E-03) (-0.992322E-06,-0.158758E-02)    629.889327      1.000000
  201    1  (-0.112571E+00,-0.868562E-03) (-0.112531E+00,-0.800408E-03) (-0.982497E-06,-0.157970E-02)    633.030920      1.000000
  202    1  (-0.112571E+00,-0.864272E-03) (-0.112531E+00,-0.796456E-03) (-0.972817E-06,-0.157190E-02)    636.172512      1.000000
  203    1  (-0.112571E+00,-0.860025E-03) (-0.112531E+00,-0.792542E-03) (-0.963280E-06,-0.156418E-02)    639.314105      1.000000
  204    1  (-0.112571E+00,-0.855820E-03) (-0.112531E+00,-0.788667E-03) (-0.953882E-06,-0.155653E-02)    642.455698      1.000000
  205    1  (-0.112571E+00,-0.851655E-03) (-0.112531E+00,-0.784829E-03) (-0.944621E-06,-0.154895E-02)    645.597290      1.000000
  206    1  (-0.112571E+00,-0.847531E-03) (-0.112531E+00,-0.781029E-03) (-0.935495E-06,-0.154145E-02)    648.738883      1.000000
  207    1  (-0.112571E+00,-0.843447E-03) (-0.112530E+00,-0.777265E-03) (-0.926499E-06,-0.153402E-02)    651.880476      1.000000
  208    1  (-0.112571E+00,-0.839401E-03) (-0.112530E+00,-0.773537E-03) (-0.917633E-06,-0.152667E-02)    655.022068      1.000000
  209    1  (-0.112571E+00,-0.835395E-03) (-0.112530E+00,-0.769845E-03) (-0.908894E-06,-0.151938E-02)    658.163661      1.000000
  210    1  (-0.112571E+00,-0.831426E-03) (-0.112530E+00,-0.766188E-03) (-0.900279E-06,-0.151216E-02)    661.305254      1.000000
  211    1  (-0.112571E+00,-0.827495E-03) (-0.112530E+00,-0.762566E-03) (-0.891786E-06,-0.150501E-02)    664.446846      1.000000
  212    1  (-0.112571E+00,-0.823601E-03) (-0.112530E+00,-0.758978E-03) (-0.883412E-06,-0.149793E-02)    667.588439      1.000000
  213    1  (-0.112571E+00,-0.819743E-03) (-0.112530E+00,-0.755423E-03) (-0.875156E-06,-0.149091E-02)    670.730032      1.000000
  214    1  (-0.112571E+00,-0.815922E-03) (-0.112530E+00,-0.751901E-03) (-0.867015E-06,-0.148396E-02)    673.871624      1.000000
  215    1  (-0.112571E+00,-0.812136E-03) (-0.112530E+00,-0.748412E-03) (-0.858988E-06,-0.147708E-02)    677.013217      1.000000
  216    1  (-0.112571E+00,-0.808384E-03) (-0.112530E+00,-0.744956E-03) (-0.851071E-06,-0.147025E-02)    680.154810      1.000000
  217    1  (-0.112571E+00,-0.804668E-03) (-0.112530E+00,-0.741531E-03) (-0.843263E-06,-0.146349E-02)    683.296402      1.000000
  218    1  (-0.112571E+00,-0.800985E-03) (-0.112530E+00,-0.738138E-03) (-0.835562E-06,-0.145680E-02)    686.437995      1.000000
  219    1  (-0.112571E+00,-0.797336E-03) (-0.112530E+00,-0.734775E-03) (-0.827966E-06,-0.145016E-02)    689.579587      1.000000
  220    1  (-0.112571E+00,-0.793720E-03) (-0.112530E+00,-0.731443E-03) (-0.820473E-06,-0.144358E-02)    692.721180      1.000000
  221    1  (-0.112571E+00,-0.790137E-03) (-0.112530E+00,-0.728141E-03) (-0.813081E-06,-0.143706E-02)    695.862773      1.000000
  222    1  (-0.112571E+00,-0.786585E-03) (-0.112530E+00,-0.724869E-03) (-0.805789E-06,-0.143061E-02)    699.004365      1.000000
  223    1  (-0.112571E+00,-0.783066E-03) (-0.112530E+00,-0.721626E-03) (-0.798595E-06,-0.142420E-02)    702.145958      1.000000
  224    1  (-0.112571E+00,-0.779578E-03) (-0.112530E+00,-0.718411E-03) (-0.791496E-06,-0.141786E-02)    705.287551      1.000000
  225    1  (-0.112571E+00,-0.776121E-03) (-0.112530E+00,-0.715226E-03) (-0.784492E-06,-0.141157E-02)    708.429143      1.000000
  226    1  (-0.112571E+00,-0.772694E-03) (-0.112530E+00,-0.712068E-03) (-0.777580E-06,-0.140534E-02)    711.570736      1.000000
  227    1  (-0.112571E+00,-0.769298E-03) (-0.112530E+00,-0.708939E-03) (-0.770759E-06,-0.139916E-02)    714.712329      1.000000
  228    1  (-0.112571E+00,-0.765931E-03) (-0.112530E+00,-0.705836E-03) (-0.764028E-06,-0.139304E-02)    717.853921      1.000000
  229    1  (-0.112571E+00,-0.762594E-03) (-0.112530E+00,-0.702761E-03) (-0.757384E-06,-0.138697E-02)    720.995514      1.000000
  230    1  (-0.112571E+00,-0.759285E-03) (-0.112530E+00,-0.699712E-03) (-0.750827E-06,-0.138095E-02)    724.137107      1.000000
  231    1  (-0.112571E+00,-0.756005E-03) (-0.112530E+00,-0.696690E-03) (-0.744354E-06,-0.137499E-02)    727.278699      1.000000
  232    1  (-0.112571E+00,-0.752754E-03) (-0.112530E+00,-0.693694E-03) (-0.737965E-06,-0.136907E-02)    730.420292      1.000000
  233    1  (-0.112571E+00,-0.749530E-03) (-0.112530E+00,-0.690723E-03) (-0.731657E-06,-0.136321E-02)    733.561885      1.000000
  234    1  (-0.112571E+00,-0.746334E-03) (-0.112530E+00,-0.687778E-03) (-0.725430E-06,-0.135740E-02)    736.703477      1.000000
  235    1  (-0.112571E+00,-0.743165E-03) (-0.112530E+00,-0.684858E-03) (-0.719283E-06,-0.135163E-02)    739.845070      1.000000
  236    1  (-0.112571E+00,-0.740022E-03) (-0.112530E+00,-0.681962E-03) (-0.713213E-06,-0.134592E-02)    742.986663      1.000000
  237    1  (-0.112571E+00,-0.736906E-03) (-0.112530E+00,-0.679091E-03) (-0.707220E-06,-0.134025E-02)    746.128255      1.000000
  238    1  (-0.112571E+00,-0.733817E-03) (-0.112530E+00,-0.676244E-03) (-0.701301E-06,-0.133463E-02)    749.269848      1.000000
  239    1  (-0.112571E+00,-0.730753E-03) (-0.112530E+00,-0.673421E-03) (-0.695457E-06,-0.132906E-02)    752.411441      1.000000
  240    1  (-0.112571E+00,-0.727714E-03) (-0.112530E+00,-0.670621E-03) (-0.689686E-06,-0.132353E-02)    755.553033      1.000000
  241    1  (-0.112571E+00,-0.724701E-03) (-0.112530E+00,-0.667844E-03) (-0.683986E-06,-0.131805E-02)    758.694626      1.000000
  242    1  (-0.112571E+00,-0.721713E-03) (-0.112530E+00,-0.665090E-03) (-0.678357E-06,-0.131262E-02)    761.836218      1.000000
  243    1  (-0.112571E+00,-0.718749E-03) (-0.112530E+00,-0.662359E-03) (-0.672796E-06,-0.130723E-02)    764.977811      1.000000
  244    1  (-0.112571E+00,-0.715809E-03) (-0.112530E+00,-0.659650E-03) (-0.667304E-06,-0.130188E-02)    768.119404      1.000000
  245    1  (-0.112571E+00,-0.712893E-03) (-0.112530E+00,-0.656964E-03) (-0.661879E-06,-0.129658E-02)    771.260996      1.000000
  246    1  (-0.112571E+00,-0.710001E-03) (-0.112530E+00,-0.654299E-03) (-0.656520E-06,-0.129132E-02)    774.402589      1.000000
  247    1  (-0.112571E+00,-0.707133E-03) (-0.112530E+00,-0.651655E-03) (-0.651225E-06,-0.128610E-02)    777.544182      1.000000
  248    1  (-0.112571E+00,-0.704287E-03) (-0.112530E+00,-0.649033E-03) (-0.645994E-06,-0.128092E-02)    780.685774      1.000000
  249    1  (-0.112571E+00,-0.701464E-03) (-0.112530E+00,-0.646432E-03) (-0.640826E-06,-0.127579E-02)    783.827367      1.000000
  250    1  (-0.112571E+00,-0.698664E-03) (-0.112530E+00,-0.643852E-03) (-0.635720E-06,-0.127070E-02)    786.968960      1.000000
  251    1  (-0.112571E+00,-0.695886E-03) (-0.112530E+00,-0.641292E-03) (-0.630675E-06,-0.126565E-02)    790.110552      1.000000
  252    1  (-0.112571E+00,-0.693130E-03) (-0.112530E+00,-0.638753E-03) (-0.625689E-06,-0.126063E-02)    793.252145      1.000000
  253    1  (-0.112571E+00,-0.690396E-03) (-0.112530E+00,-0.636233E-03) (-0.620763E-06,-0.125566E-02)    796.393738      1.000000
  254    1  (-0.112571E+00,-0.687683E-03) (-0.112530E+00,-0.633734E-03) (-0.615894E-06,-0.125073E-02)    799.535330      1.000000
  255    1  (-0.112571E+00,-0.684992E-03) (-0.112530E+00,-0.631254E-03) (-0.611082E-06,-0.124583E-02)    802.676923      1.000000
  256    1  (-0.112571E+00,-0.682321E-03) (-0.112530E+00,-0.628793E-03) (-0.606327E-06,-0.124097E-02)    805.818516      1.000000
  257    1  (-0.112571E+00,-0.679671E-03) (-0.112530E+00,-0.626351E-03) (-0.601627E-06,-0.123615E-02)    808.960108      1.000000
  258    1  (-0.112571E+00,-0.677042E-03) (-0.112530E+00,-0.623928E-03) (-0.596981E-06,-0.123137E-02)    812.101701      1.000000
  259    1  (-0.112571E+00,-0.674433E-03) (-0.112530E+00,-0.621524E-03) (-0.592389E-06,-0.122663E-02)    815.243294      1.000000
  260    1  (-0.112571E+00,-0.671844E-03) (-0.112530E+00,-0.619139E-03) (-0.587849E-06,-0.122192E-02)    818.384886      1.000000
  261    1  (-0.112571E+00,-0.669275E-03) (-0.112530E+00,-0.616771E-03) (-0.583362E-06,-0.121725E-02)    821.526479      1.000000
  262    1  (-0.112571E+00,-0.666725E-03) (-0.112530E+00,-0.614422E-03) (-0.578926E-06,-0.121261E-02)    824.668072      1.000000
  263    1  (-0.112571E+00,-0.664195E-03) (-0.112530E+00,-0.612091E-03) (-0.574540E-06,-0.120801E-02)    827.809664      1.000000
  264    1  (-0.112571E+00,-0.661684E-03) (-0.112530E+00,-0.609777E-03) (-0.570204E-06,-0.120344E-02)    830.951257      1.000000
  265    1  (-0.112571E+00,-0.659192E-03) (-0.112530E+00,-0.607480E-03) (-0.565917E-06,-0.119891E-02)    834.092850      1.000000
  266    1  (-0.112571E+00,-0.656718E-03) (-0.112530E+00,-0.605201E-03) (-0.561678E-06,-0.119441E-02)    837.234442      1.000000
  267    1  (-0.112571E+00,-0.654263E-03) (-0.112530E+00,-0.602939E-03) (-0.557486E-06,-0.118994E-02)    840.376035      1.000000
  268    1  (-0.112571E+00,-0.651826E-03) (-0.112530E+00,-0.600694E-03) (-0.553341E-06,-0.118551E-02)    843.517627      1.000000
  269    1  (-0.112571E+00,-0.649408E-03) (-0.112530E+00,-0.598465E-03) (-0.549242E-06,-0.118111E-02)    846.659220      1.000000
  270    1  (-0.112571E+00,-0.647007E-03) (-0.112530E+00,-0.596253E-03) (-0.545189E-06,-0.117675E-02)    849.800813      1.000000
  271    1  (-0.112571E+00,-0.644624E-03) (-0.112530E+00,-0.594057E-03) (-0.541180E-06,-0.117241E-02)    852.942405      1.000000
  272    1  (-0.112571E+00,-0.642258E-03) (-0.112530E+00,-0.591877E-03) (-0.537215E-06,-0.116811E-02)    856.083998      1.000000
  273    1  (-0.112571E+00,-0.639910E-03) (-0.112530E+00,-0.589714E-03) (-0.533294E-06,-0.116384E-02)    859.225591      1.000000
  274    1  (-0.112571E+00,-0.637579E-03) (-0.112530E+00,-0.587566E-03) (-0.529416E-06,-0.115960E-02)    862.367183      1.000000
  275    1  (-0.112571E+00,-0.635265E-03) (-0.112530E+00,-0.585433E-03) (-0.525579E-06,-0.115539E-02)    865.508776      1.000000
  276    1  (-0.112571E+00,-0.632967E-03) (-0.112530E+00,-0.583316E-03) (-0.521785E-06,-0.115121E-02)    868.650369      1.000000
  277    1  (-0.112571E+00,-0.630686E-03) (-0.112530E+00,-0.581214E-03) (-0.518031E-06,-0.114706E-02)    871.791961      1.000000
  278    1  (-0.112571E+00,-0.628421E-03) (-0.112530E+00,-0.579128E-03) (-0.514317E-06,-0.114294E-02)    874.933554      1.000000
  279    1  (-0.112571E+00,-0.626173E-03) (-0.112530E+00,-0.577056E-03) (-0.510644E-06,-0.113885E-02)    878.075147      1.000000
  280    1  (-0.112571E+00,-0.623941E-03) (-0.112530E+00,-0.574999E-03) (-0.507009E-06,-0.113479E-02)    881.216739      1.000000
  281    1  (-0.112571E+00,-0.621724E-03) (-0.112530E+00,-0.572957E-03) (-0.503413E-06,-0.113076E-02)    884.358332      1.000000
  282    1  (-0.112571E+00,-0.619524E-03) (-0.112530E+00,-0.570929E-03) (-0.499856E-06,-0.112676E-02)    887.499925      1.000000
  283    1  (-0.112571E+00,-0.617338E-03) (-0.112530E+00,-0.568916E-03) (-0.496336E-06,-0.112279E-02)    890.641517      1.000000
  284    1  (-0.112571E+00,-0.615168E-03) (-0.112530E+00,-0.566916E-03) (-0.492853E-06,-0.111884E-02)    893.783110      1.000000
  285    1  (-0.112571E+00,-0.613014E-03) (-0.112530E+00,-0.564931E-03) (-0.489406E-06,-0.111492E-02)    896.924703      1.000000
  286    1  (-0.112571E+00,-0.610874E-03) (-0.112530E+00,-0.562959E-03) (-0.485996E-06,-0.111103E-02)    900.066295      1.000000
  287    1  (-0.112571E+00,-0.608749E-03) (-0.112530E+00,-0.561002E-03) (-0.482621E-06,-0.110716E-02)    903.207888      1.000000
  288    1  (-0.112571E+00,-0.606639E-03) (-0.112530E+00,-0.559057E-03) (-0.479281E-06,-0.110333E-02)    906.349481      1.000000
  289    1  (-0.112571E+00,-0.604544E-03) (-0.112530E+00,-0.557127E-03) (-0.475975E-06,-0.109952E-02)    909.491073      1.000000
  290    1  (-0.112571E+00,-0.602463E-03) (-0.112530E+00,-0.555209E-03) (-0.472704E-06,-0.109573E-02)    912.632666      1.000000
  291    1  (-0.112571E+00,-0.600396E-03) (-0.112530E+00,-0.553305E-03) (-0.469466E-06,-0.109197E-02)    915.774259      1.000000
  292    1  (-0.112571E+00,-0.598343E-03) (-0.112530E+00,-0.551414E-03) (-0.466262E-06,-0.108824E-02)    918.915851      1.000000
  293    1  (-0.112571E+00,-0.596305E-03) (-0.112530E+00,-0.549535E-03) (-0.463090E-06,-0.108453E-02)    922.057444      1.000000
  294    1  (-0.112571E+00,-0.594280E-03) (-0.112530E+00,-0.547669E-03) (-0.459950E-06,-0.108085E-02)    925.199036      1.000000
  295    1  (-0.112571E+00,-0.592269E-03) (-0.112530E+00,-0.545816E-03) (-0.456843E-06,-0.107719E-02)    928.340629      1.000000
  296    1  (-0.112571E+00,-0.590271E-03) (-0.112530E+00,-0.543976E-03) (-0.453766E-06,-0.107356E-02)    931.482222      1.000000
  297    1  (-0.112571E+00,-0.588287E-03) (-0.112530E+00,-0.542148E-03) (-0.450721E-06,-0.106995E-02)    934.623814      1.000000
  298    1  (-0.112571E+00,-0.586316E-03) (-0.112530E+00,-0.540332E-03) (-0.447706E-06,-0.106636E-02)    937.765407      1.000000
  299    1  (-0.112571E+00,-0.584359E-03) (-0.112530E+00,-0.538528E-03) (-0.444721E-06,-0.106280E-02)    940.907000      1.000000
  300    1  (-0.112571E+00,-0.582414E-03) (-0.112530E+00,-0.536737E-03) (-0.441766E-06,-0.105927E-02)    944.048592      1.000000
  301    1  (-0.112571E+00,-0.580482E-03) (-0.112530E+00,-0.534957E-03) (-0.438841E-06,-0.105575E-02)    947.190185      1.000000
  302    1  (-0.112571E+00,-0.578563E-03) (-0.112530E+00,-0.533189E-03) (-0.435944E-06,-0.105226E-02)    950.331778      1.000000
  303    1  (-0.112571E+00,-0.576657E-03) (-0.112530E+00,-0.531432E-03) (-0.433076E-06,-0.104880E-02)    953.473370      1.000000
  304    1  (-0.112571E+00,-0.574763E-03) (-0.112530E+00,-0.529687E-03) (-0.430236E-06,-0.104535E-02)    956.614963      1.000000
  305    1  (-0.112571E+00,-0.572882E-03) (-0.112530E+00,-0.527954E-03) (-0.427424E-06,-0.104193E-02)    959.756556      1.000000
  306    1  (-0.112571E+00,-0.571013E-03) (-0.112530E+00,-0.526232E-03) (-0.424640E-06,-0.103853E-02)    962.898148      1.000000
  307    1  (-0.112571E+00,-0.569156E-03) (-0.112530E+00,-0.524521E-03) (-0.421882E-06,-0.103515E-02)    966.039741      1.000000
  308    1  (-0.112571E+00,-0.567311E-03) (-0.112530E+00,-0.522821E-03) (-0.419152E-06,-0.103180E-02)    969.181334      1.000000
  309    1  (-0.112571E+00,-0.565478E-03) (-0.112530E+00,-0.521132E-03) (-0.416448E-06,-0.102846E-02)    972.322926      1.000000
  310    1  (-0.112571E+00,-0.563657E-03) (-0.112530E+00,-0.519454E-03) (-0.413769E-06,-0.102515E-02)    975.464519      1.000000
  311    1  (-0.112571E+00,-0.561847E-03) (-0.112530E+00,-0.517787E-03) (-0.411117E-06,-0.102186E-02)    978.606112      1.000000
  312    1  (-0.112571E+00,-0.560049E-03) (-0.112530E+00,-0.516131E-03) (-0.408490E-06,-0.101859E-02)    981.747704      1.000000
  313    1  (-0.112571E+00,-0.558263E-03) (-0.112530E+00,-0.514485E-03) (-0.405888E-06,-0.101534E-02)    984.889297      1.000000
  314    1  (-0.112571E+00,-0.556488E-03) (-0.112530E+00,-0.512849E-03) (-0.403311E-06,-0.101211E-02)    988.030890      1.000000
  315    1  (-0.112571E+00,-0.554724E-03) (-0.112530E+00,-0.511224E-03) (-0.400759E-06,-0.100891E-02)    991.172482      1.000000
  316    1  (-0.112571E+00,-0.552971E-03) (-0.112530E+00,-0.509609E-03) (-0.398230E-06,-0.100572E-02)    994.314075      1.000000
  317    1  (-0.112571E+00,-0.551230E-03) (-0.112530E+00,-0.508005E-03) (-0.395726E-06,-0.100255E-02)    997.455668      1.000000
  318    1  (-0.112571E+00,-0.549499E-03) (-0.112530E+00,-0.506410E-03) (-0.393245E-06,-0.999403E-03)   1000.597260      1.000000
  319    1  (-0.112571E+00,-0.547779E-03) (-0.112530E+00,-0.504826E-03) (-0.390787E-06,-0.996275E-03)   1003.738853      1.000000
  320    1  (-0.112571E+00,-0.546070E-03) (-0.112530E+00,-0.503251E-03) (-0.388352E-06,-0.993166E-03)   1006.880445      1.000000
  321    1  (-0.112571E+00,-0.544372E-03) (-0.112530E+00,-0.501686E-03) (-0.385940E-06,-0.990077E-03)   1010.022038      1.000000
  322    1  (-0.112571E+00,-0.542684E-03) (-0.112530E+00,-0.500131E-03) (-0.383550E-06,-0.987007E-03)   1013.163631      1.000000
  323    1  (-0.112571E+00,-0.541006E-03) (-0.112530E+00,-0.498586E-03) (-0.381183E-06,-0.983956E-03)   1016.305223      1.000000
  324    1  (-0.112571E+00,-0.539339E-03) (-0.112530E+00,-0.497050E-03) (-0.378837E-06,-0.980924E-03)   1019.446816      1.000000
  325    1  (-0.112571E+00,-0.537682E-03) (-0.112530E+00,-0.495523E-03) (-0.376513E-06,-0.977910E-03)   1022.588409      1.000000
